sitename,Address,firstComplaint,lastComplaint,NumOfComplaints,NumOfCleanups,NumOfEncampments,NumOfCamps,NumOfOutreachContacted,NumOfOutreachReferred,MapLatitude,MapLongitude,TargetDate,CleanupScheduledOrCompleteDate,CleanupStatus,CleanupID,CleanupSiteCondition,ComplaintSiteCondition,InspectionSiteCondition,OutreachSiteCondition,PoliceSiteCondition,MaintenanceSiteCondition,InventoryInfo,Documents,EncampmentStatus
15th Ave E & E Spring St,"E Spring St & 15th Ave, Seattle, WA 98122, USA",7/26/2016,3/6/2017,2,2,0,2,1,1,47.6115517,-122.312811,8/16/2016,8/22/2016,C,4928,,"1 Number of People, ",,,,,,Cleanup Doc:      Inspection Doc:      Inventory Doc:      Site Doc:  ,Camping
West Emerson  Overpass,"3635 Thorndyke Ave W, Seattle, WA 98119, USA",4/28/2009,7/25/2018,19,7,2,5,6,6,47.6529175,-122.3771895,8/16/2016,9/7/2016,C,4929,,"4 Number of Structures, 1 Garbage / Litter, 1 Human Waste, 1 Alcohol / Drugs, 7 Number of People, 4 Number of Structures, 1 Garbage / Litter, 1 Criminal Activity, 10 Number of People, 24 Number of Structures, 1 Garbage / Litter, 1 Human Waste, 1 Rats / Mice, 1 Fires, 1 Alcohol / Drugs, 10 Number of Structures, 1 Garbage / Litter, 1 Human Waste, 1 Criminal Activity, 1 Alcohol / Drugs, 1 Garbage / Litter, ","6 Number of People, 4 Number of Structures, 1 Garbage / Litter, 1 Human Waste, 1 Criminal Activity, 1 Alcohol / Drugs, ",,,,,"Cleanup Doc:      Inspection Doc:  image2016-10-20-154409.pdf,     Inventory Doc:      Site Doc:  ",Encampment
NW corner of SW Trenton St & 24th Ave SW,"24th Ave SW & SW Trenton St, Seattle, WA 98106, USA",7/26/2016,7/26/2016,1,1,0,1,0,0,47.5246853,-122.3631567,8/16/2016,8/8/2016,C,4930,,"2 Number of Structures, 1 Garbage / Litter, ",,,,,,Cleanup Doc:      Inspection Doc:      Inventory Doc:      Site Doc:  ,Camping
JTF 9600 Myers Way S,"9600 Myers Way South, Seattle, WA 98168, USA",4/1/2013,1/3/2018,6,5,3,2,5,5,47.514572,-122.3305941,8/16/2016,8/2/2016,C,4931,"11 Number of People, 22 Number of Structures, ","1 Garbage / Litter, ","17 Number of People, 14 Number of Structures, 5 Number of Vehicles, 1 Garbage / Litter, 1 Human Waste, ",,,,,Cleanup Doc:      Inspection Doc:      Inventory Doc:      Site Doc:  ,Encampment
Gilman Playfield,"923 NW 54th St, Seattle, WA 98107, USA",9/22/2011,8/2/2017,17,14,6,8,0,0,47.66992473,-122.3688555,8/17/2016,7/27/2016,C,4932,,"2 Number of People, 1 Garbage / Litter, ",,,,,,Cleanup Doc:      Inspection Doc:      Inventory Doc:      Site Doc:  ,Encampment
Under E Waterway bridge 68/SW Spokane St,"SW Spokane St & SW Manning St, Seattle, WA 98134, USA",7/27/2016,7/27/2016,1,1,0,1,0,0,47.57162762,-122.3492794,8/17/2016,3/30/2017,C,4933,,"1 Number of People, ",,,,,,Cleanup Doc:      Inspection Doc:      Inventory Doc:      Site Doc:  ,Camping
708 NE 60TH ST,"708 NE 60th St, Seattle, WA 98115, USA",7/27/2016,10/18/2017,2,2,0,2,0,0,47.6722473,-122.3205518,8/17/2016,12/27/2016,C,4934,,"3 Number of Structures, 1 Garbage / Litter, ","2 Garbage / Litter, 2 Human Waste, 2 Rats / Mice, 2 Hazardous Materials, 2 Fires, 2 Criminal Activity, 2 Weapons, 2 Alcohol / Drugs, 2 Property Damage, 2 Encampment Premium (Parks), ",,,,,Cleanup Doc:      Inspection Doc:      Inventory Doc:      Site Doc:  ,Camping
Licton Springs Park (North End),"9536 Ashworth Ave N, Seattle, WA 98103, USA",10/24/2008,9/5/2017,25,14,1,13,6,6,47.699776,-122.339721,8/8/2016,8/9/2016,C,4935,"1 Garbage / Litter, 1 Human Waste, 1 Alcohol / Drugs, ","1 Number of People, 1 Number of Structures, 1 Number of People, 1 Number of Structures, ","2 Number of People, 1 Number of Structures, 1 Garbage / Litter, 1 Human Waste, 1 Alcohol / Drugs, ",,,,,Cleanup Doc:      Inspection Doc:      Inventory Doc:      Site Doc:  ,Camping
Green Lake,"Aurora Avenue North & West Green Lake Way N Seattle, WA",5/9/2014,7/11/2016,4,4,0,4,0,0,47.605078,-122.329974,8/1/2016,7/19/2016,C,4936,"2 Number of People, 1 Number of Structures, 1 Garbage / Litter, 1 Human Waste, 1 Alcohol / Drugs, ","2 Number of People, 1 Number of Structures, ","2 Number of People, 1 Number of Structures, 1 Garbage / Litter, 1 Human Waste, 1 Alcohol / Drugs, ",,,,,Cleanup Doc:      Inspection Doc:      Inventory Doc:      Site Doc:  ,Camping
1058 E Mercer St - Lowell Elementary,"1058 E Mercer St, Seattle, WA 98102, USA",7/27/2016,7/27/2016,1,1,0,1,0,0,47.6242763,-122.3177826,8/17/2016,8/22/2016,C,4937,,,"2 Garbage / Litter, 2 Human Waste, 2 Rats / Mice, 2 Hazardous Materials, 2 Fires, 2 Criminal Activity, 2 Weapons, 2 Alcohol / Drugs, 2 Property Damage, 2 Encampment Premium (Parks), ",,,,,Cleanup Doc:      Inspection Doc:      Inventory Doc:      Site Doc:  ,Camping
S Spokane St & Duwamish Ave S landscape area,"S Spokane St & Duwamish Ave S, Seattle, WA 98134, USA",9/19/2011,12/23/2016,6,5,1,4,9,9,47.571121,-122.3422832,8/18/2016,3/29/2017,C,4938,,"8 Number of Structures, 10 Number of Vehicles, 1 Garbage / Litter, 1 Garbage / Litter, ","1 Number of Structures, 1 Garbage / Litter, ",,,,,Cleanup Doc:      Inspection Doc:      Inventory Doc:      Site Doc:  ,Camping
100 6TH AVE S,"100 6th Ave S, Seattle, WA 98104, USA",7/28/2016,7/28/2016,1,1,0,1,0,0,47.6014602,-122.3261128,8/18/2016,8/24/2016,C,4939,,"2 Number of People, ",,,,,,Cleanup Doc:      Inspection Doc:      Inventory Doc:      Site Doc:  ,Camping
I-5 NE 50th St & 5th Ave NE SB,"5th Ave NE & NE 50th St, Seattle, WA 98105, USA",7/28/2016,11/15/2018,7,2,0,2,0,0,47.6649718,-122.322854,8/18/2016,1/5/2017,C,4940,,"1 Number of Structures, 1 Garbage / Litter, 4 Number of People, 3 Number of Structures, 1 Garbage / Litter, 1 Number of Structures, 1 Garbage / Litter, 3 Number of Structures, 1 Garbage / Litter, 1 Alcohol / Drugs, 3 Number of Structures, 1 Garbage / Litter, 1 Number of Structures, 1 Garbage / Litter, 1 Alcohol / Drugs, ","1 Garbage / Litter, 2 Human Waste, 2 Rats / Mice, 2 Hazardous Materials, 2 Fires, 2 Criminal Activity, 2 Weapons, 1 Alcohol / Drugs, 2 Property Damage, 2 Encampment Premium (Parks), ",,,,,Cleanup Doc:      Inspection Doc:      Inventory Doc:      Site Doc:  ,Camping
Golden Gardens Park - near pond & RR tracks,"Golden Gardens Park, 8498 Seaview Pl NW, Seattle, WA 98117, USA",7/29/2016,8/6/2018,8,7,3,4,2,2,47.69565764,-122.400465,8/19/2016,8/11/2016,C,4941,"300 Weight of Garbage (lbs), 120 Total Labor Costs ($), 4 Total Staff Hours, 1 Garbage / Litter, 1 Alcohol / Drugs, ","3 Number of People, ","2 Number of People, 1 Number of Structures, 1 Garbage / Litter, 1 Alcohol / Drugs, ",,,,,Cleanup Doc:      Inspection Doc:      Inventory Doc:      Site Doc:  ,Camping
Lakeview Structure,825-909 Lakeview Blvd-under I-5,7/1/2016,7/1/2016,1,1,1,0,1,1,47.605078,-122.329974,7/22/2016,7/28/2016,C,4942,"1 Personal Property Recovered, 6 Number of People, 5 Number of Structures, 1 Garbage / Litter, 1 Human Waste, 2 Rats / Mice, 2 Hazardous Materials, 2 Fires, 1 Criminal Activity, 2 Weapons, 1 Alcohol / Drugs, 2 Property Damage, ","6 Number of People, 4 Number of Structures, 1 Garbage / Litter, 1 Human Waste, 2 Rats / Mice, 2 Hazardous Materials, 2 Fires, 1 Criminal Activity, 2 Weapons, 1 Alcohol / Drugs, 2 Property Damage, ","6 Number of People, 4 Number of Structures, 1 Garbage / Litter, 1 Human Waste, 2 Rats / Mice, 2 Hazardous Materials, 2 Fires, 1 Criminal Activity, 2 Weapons, 1 Alcohol / Drugs, 2 Property Damage, ","4 Males Contacted, 2 Females Contacted, 1 Number of Shelter Referrals (Female), ",,,,Cleanup Doc:      Inspection Doc:      Inventory Doc:      Site Doc:  ,Encampment
Vacant lot south of 3128 SW ADMIRAL WAY,"3128 SW Admiral Way, Seattle, WA 98126, USA",7/29/2016,7/29/2016,1,1,0,1,0,0,47.5736,-122.372862,8/19/2016,8/18/2016,C,4943,,"1 Number of People, 1 Number of Structures, 1 Criminal Activity, ",,,,,,Cleanup Doc:      Inspection Doc:      Inventory Doc:      Site Doc:  ,Camping
Bitter Lake Park,"Linden Avenue North & North 143rd Street, Seattle, WA 98133, USA",5/23/2014,9/5/2017,11,8,3,5,0,0,47.7323147,-122.3477267,8/19/2016,8/12/2016,C,4944,"100 Weight of Garbage (lbs), 60 Total Labor Costs ($), 2 Total Staff Hours, 2 Number of People, 1 Number of Structures, 1 Garbage / Litter, ",,"1 Number of People, 1 Number of Structures, 2 Garbage / Litter, ",,,,,Cleanup Doc:      Inspection Doc:      Inventory Doc:      Site Doc:  ,Camping
2005 NW 57th St (Sidewalk),"2005 NW 57th St, Seattle, WA 98107, USA",11/10/2015,7/29/2016,2,2,0,2,0,0,47.670178,-122.3826101,8/19/2016,8/30/2016,C,4945,,"8 Number of People, 3 Number of Structures, ",,,,,,Cleanup Doc:      Inspection Doc:      Inventory Doc:      Site Doc:  ,Camping
I-90 EB Onramp (Westside of Rainier Ave S),"1801 S Bush Pl, Seattle, WA 98144, USA",4/22/2016,6/14/2018,7,4,3,1,2,2,47.5919518,-122.3101156,8/19/2016,5/19/2017,C,4946,,"6 Number of People, 1 Garbage / Litter, ","45 Number of Structures, 1 Garbage / Litter, 1 Human Waste, 1 Rats / Mice, 1 Hazardous Materials, 1 Fires, 1 Criminal Activity, 1 Alcohol / Drugs, 1 Property Damage, ",,,,,Cleanup Doc:      Inspection Doc:      Inventory Doc:      Site Doc:  ,Encampment
NE 143rd St  & 30th Ave NE (Vacant Lot),"3020 NE 143rd St, Seattle, WA 98125, USA",8/1/2016,8/1/2016,1,1,0,1,0,0,47.73167681,-122.2931323,8/22/2016,7/21/2016,C,4947,,,,,,,,Cleanup Doc:      Inspection Doc:      Inventory Doc:      Site Doc:  ,Camping
I-5 SB Mercer Street off-ramp,"Mercer St, Seattle, WA, USA",4/20/2012,6/27/2018,5,4,0,4,0,0,47.62678928,-122.3322058,8/22/2016,2/13/2017,C,4948,,"3 Number of Structures, 1 Garbage / Litter, ",,,,,,Cleanup Doc:      Inspection Doc:      Inventory Doc:      Site Doc:  ,Camping
Thornton Creek (Lake City Way & Fischer Pl NE),"10220 Fischer Pl NE, Seattle, WA 98125, USA",2/22/2016,4/28/2018,6,4,1,3,2,2,47.7025743,-122.3012878,8/22/2016,4/12/2017,C,4949,"2 Personal Property Recovered, 3 Number of Structures, 1 Garbage / Litter, 1 Human Waste, 1 Rats / Mice, 1 Hazardous Materials, 1 Fires, 1 Criminal Activity, 2 Weapons, 1 Alcohol / Drugs, 1 Property Damage, ","1 Garbage / Litter, 1 Human Waste, 3 Number of Structures, 1 Garbage / Litter, 1 Garbage / Litter, 1 Fires, ","5 Number of Structures, 1 Garbage / Litter, 1 Human Waste, 1 Rats / Mice, 1 Hazardous Materials, 1 Fires, 1 Criminal Activity, 2 Weapons, 1 Alcohol / Drugs, 1 Property Damage, 1 Encampment Premium (Parks), ",,,,,Cleanup Doc:      Inspection Doc:      Inventory Doc:      Site Doc:  ,Encampment
600 7th Ave,"600 7th Ave, Seattle, WA 98104, USA",8/1/2016,8/1/2016,1,1,1,0,1,1,47.6051159,-122.3269854,8/22/2016,3/24/2017,C,4950,"1 Personal Property Recovered, 17 Number of People, 17 Number of Structures, 1 Garbage / Litter, 1 Human Waste, 1 Rats / Mice, 1 Hazardous Materials, 2 Fires, 1 Criminal Activity, 2 Weapons, 1 Alcohol / Drugs, 1 Property Damage, ","1 Garbage / Litter, ","17 Number of Structures, 1 Garbage / Litter, 1 Human Waste, 1 Rats / Mice, 1 Hazardous Materials, 2 Fires, 1 Criminal Activity, 1 Alcohol / Drugs, 1 Property Damage, ",,,,,Cleanup Doc:      Inspection Doc:      Inventory Doc:      Site Doc:  ,Encampment
2100 S Atlantic St,"2100 South Atlantic Street, Seattle, WA 98144, USA",12/23/2014,2/20/2018,5,4,0,4,2,2,47.589571,-122.3045242,8/22/2016,9/14/2017,C,4951,,"1 Garbage / Litter, ",,,,,,Cleanup Doc:      Inspection Doc:      Inventory Doc:      Site Doc:  ,Camping
Schmitz Park,"3603 51st Ave SW, Seattle, WA 98116, USA",3/30/2009,4/26/2018,5,5,0,5,1,1,47.571972,-122.397838,8/22/2016,2/17/2017,C,4952,"2 Personal Property Recovered, 2 Garbage / Litter, 2 Human Waste, 2 Rats / Mice, 2 Hazardous Materials, 2 Fires, 2 Criminal Activity, 2 Weapons, 2 Alcohol / Drugs, 2 Property Damage, ","1 Number of Structures, 1 Garbage / Litter, ",,,,,,Cleanup Doc:      Inspection Doc:      Inventory Doc:      Site Doc:  ,Camping
NW 57th Ave and 22nd Ave NW,"5716 22nd Ave NW, Seattle, WA, 98107",4/6/2015,8/1/2016,3,3,0,3,0,0,47.605078,-122.329974,8/22/2016,12/23/2016,C,4953,,,"2 Garbage / Litter, 2 Human Waste, 2 Rats / Mice, 2 Hazardous Materials, 2 Fires, 2 Criminal Activity, 2 Weapons, 2 Alcohol / Drugs, 2 Property Damage, 2 Encampment Premium (Parks), ",,,,,Cleanup Doc:      Inspection Doc:      Inventory Doc:      Site Doc:  ,Camping
Aurora Bridge - SW corner hillside above Raye St,"2600 Aurora Ave N, Seattle, WA 98109, USA",12/12/2011,4/4/2017,6,4,0,4,0,0,47.6430797,-122.3470722,8/22/2016,8/8/2016,C,4954,,"1 Garbage / Litter, 1 Rats / Mice, ",,,,,,Cleanup Doc:      Inspection Doc:      Inventory Doc:      Site Doc:  ,Camping
Dilling Way (south of City Hall Park),"420 3rd Ave, Seattle, WA 98104, USA",8/10/2009,12/2/2016,11,8,2,6,8,8,47.6017681,-122.3303066,8/22/2016,1/13/2017,C,4955,"400 Weight of Garbage (lbs), 400 Total Labor Costs ($), 16 Total Staff Hours, 35 Other Costs ($), 6 Number of People, 17 Number of Structures, 1 Garbage / Litter, 1 Human Waste, 1 Rats / Mice, 1 Criminal Activity, 1 Weapons, 1 Alcohol / Drugs, 1 Property Damage, ","6 Number of People, 8 Number of Structures, 1 Garbage / Litter, 1 Human Waste, 1 Rats / Mice, 1 Criminal Activity, 1 Alcohol / Drugs, 15 Number of Structures, 1 Garbage / Litter, 1 Human Waste, 6 Number of Structures, 1 Garbage / Litter, 7 Number of Structures, ","17 Number of Structures, 1 Garbage / Litter, 1 Human Waste, 1 Rats / Mice, 1 Hazardous Materials, 1 Criminal Activity, 1 Alcohol / Drugs, 1 Property Damage, 1 Encampment Premium (Parks), ",,,,,Cleanup Doc:      Inspection Doc:      Inventory Doc:      Site Doc:  ,Encampment
1st Ave So (Under on ramp to W. Seattle Bridge @ Spokane ),"3419 1st Avenue South, Seattle, WA 98134, USA",6/23/2015,6/23/2017,17,6,1,5,6,6,47.5728326,-122.335072,8/22/2016,8/8/2017,C,4956,"3 Number of Structures, 1 Garbage / Litter, 1 Human Waste, 1 Rats / Mice, 1 Hazardous Materials, 1 Fires, 1 Criminal Activity, 2 Weapons, 1 Alcohol / Drugs, 1 Property Damage, ","1 Human Waste, 3 Number of Structures, 1 Garbage / Litter, 1 Garbage / Litter, 3 Number of Structures, 1 Garbage / Litter, 1 Fires, 15 Number of Structures, 1 Garbage / Litter, 5 Number of People, 2 Number of Structures, 1 Garbage / Litter, 1 Human Waste, 1 Hazardous Materials, 1 Fires, 1 Criminal Activity, ","2 Number of Structures, 1 Garbage / Litter, 1 Human Waste, 1 Rats / Mice, 1 Hazardous Materials, 1 Fires, 1 Criminal Activity, 2 Weapons, 1 Alcohol / Drugs, 1 Property Damage, ",,,,,Cleanup Doc:      Inspection Doc:      Inventory Doc:      Site Doc:  ,Camping
Discovery Park,"West Point Lighthouse, 3801 Discovery Park Blvd, Seattle, WA 98199, USA",8/1/2016,6/13/2018,8,2,1,1,1,1,47.661979,-122.4357206,8/22/2016,12/27/2016,C,4957,,"1 Number of Structures, 1 Number of Structures, 2 Number of People, 3 Number of Structures, 1 Garbage / Litter, ",,,,,,Cleanup Doc:      Inspection Doc:      Inventory Doc:      Site Doc:  ,Camping
5th Ave NE & NE 42nd St,"5th Ave NE & NE 42nd St, Seattle, WA 98105, USA",3/21/2016,9/28/2016,3,2,1,1,2,2,47.6576824,-122.3234737,8/23/2016,11/30/2016,C,4958,"2 Personal Property Recovered, 1 Garbage / Litter, 1 Human Waste, 1 Criminal Activity, 1 Alcohol / Drugs, 1 Property Damage, ","1 Number of Structures, 1 Garbage / Litter, 1 Fires, 6 Number of Structures, 1 Garbage / Litter, ","5 Number of People, 6 Number of Structures, 1 Garbage / Litter, 1 Criminal Activity, 1 Alcohol / Drugs, ",,,,,Cleanup Doc:      Inspection Doc:      Inventory Doc:      Site Doc:  ,Encampment
Alley behind 127 Broadway E,"127 Broadway E, Seattle, WA 98102, USA",8/2/2016,8/2/2016,1,1,0,1,0,0,47.61957,-122.3212684,8/23/2016,3/23/2017,C,4959,,"1 Garbage / Litter, 1 Criminal Activity, ","2 Number of People, 1 Garbage / Litter, ",,,,,Cleanup Doc:      Inspection Doc:      Inventory Doc:      Site Doc:  ,Camping
Ballard Library sidewalk on NW 57th St,"5614 22nd Avenue Northwest, Seattle, WA 98107, USA",6/11/2015,5/4/2018,9,5,0,5,0,0,47.6698096,-122.3842709,8/23/2016,11/21/2016,C,4960,,"1 Garbage / Litter, ",,,,,,Cleanup Doc:      Inspection Doc:      Inventory Doc:      Site Doc:  ,Camping
Gateway Park North,"7698 8TH AVE S, Seattle, WA 98108, USA",8/3/2016,8/8/2018,4,2,1,1,0,0,47.53798271,-122.3225333,8/24/2016,5/4/2017,C,4961,,"1 Garbage / Litter, ",,,,,,Cleanup Doc:      Inspection Doc:      Inventory Doc:      Site Doc:  ,Camping
4th Ave S & S Walker St,"4th Ave S & S Walker St, Seattle, WA 98134, USA",8/3/2016,6/27/2018,2,2,1,1,1,1,47.5840217,-122.3290515,8/24/2016,3/23/2017,C,4962,,"1 Number of People, ","3 Number of Vehicles, 1 Garbage / Litter, 2 Human Waste, 2 Rats / Mice, 2 Hazardous Materials, 2 Fires, 2 Criminal Activity, 2 Weapons, 2 Alcohol / Drugs, 2 Property Damage, 2 Encampment Premium (Parks), ",,,,,Cleanup Doc:      Inspection Doc:      Inventory Doc:      Site Doc:  ,Camping
828 RAINIER AVE S,"828 Rainier Ave S, Seattle, WA 98144, USA",8/3/2016,2/16/2017,3,3,0,3,0,0,47.594987,-122.310442,8/24/2016,8/8/2016,C,4963,,"1 Number of Structures, ",,,,,,Cleanup Doc:      Inspection Doc:      Inventory Doc:      Site Doc:  ,Camping
608 TERRY,"608 Terry Ave, Seattle, WA 98104, USA",8/3/2016,8/3/2016,1,1,0,1,0,0,47.6060909,-122.3236834,8/24/2016,8/22/2016,C,4964,,"1 Garbage / Litter, ",,,,,,Cleanup Doc:      Inspection Doc:      Inventory Doc:      Site Doc:  ,Camping
5th Ave NE & NE Maple Leaf PL,"7450 5th Ave NE, Seattle, WA 98115, USA",12/28/2015,12/7/2018,7,4,2,2,2,2,47.6827187,-122.3228825,8/7/2016,7/17/2016,C,4965,,"4 Number of People, 2 Number of Structures, 1 Garbage / Litter, 1 Human Waste, 1 Alcohol / Drugs, ",,,,,,Cleanup Doc:      Inspection Doc:      Inventory Doc:      Site Doc:  ,Camping
4331 5th Ave NE,"4331 5th Ave NE, Seattle, WA 98105, USA",8/4/2016,8/4/2016,1,1,0,1,0,0,47.659905,-122.323298,8/25/2016,8/18/2016,C,4966,,"1 Garbage / Litter, 1 Human Waste, ",,,,,,Cleanup Doc:      Inspection Doc:      Inventory Doc:      Site Doc:  ,Camping
1101 Rainier Ave S,"1101 Rainier Ave S, Seattle, WA 98144, USA",8/4/2016,3/5/2018,5,4,2,2,2,2,47.5931858,-122.3099037,8/25/2016,6/15/2017,C,4967,"1 Personal Property Recovered, 11 Number of Structures, 1 Garbage / Litter, 1 Human Waste, 2 Rats / Mice, 1 Hazardous Materials, 1 Fires, 1 Criminal Activity, 2 Weapons, 2 Alcohol / Drugs, 1 Property Damage, ","5 Number of Structures, 1 Garbage / Litter, ","12 Number of People, 16 Number of Structures, 1 Garbage / Litter, 1 Human Waste, 1 Criminal Activity, 1 Alcohol / Drugs, ",,,,,Cleanup Doc:      Inspection Doc:      Inventory Doc:      Site Doc:  ,Encampment
Beer Sheva Park,"8650 55th Avenue South, Seattle, WA 98118, USA",6/17/2013,3/30/2018,6,4,0,4,1,1,47.5255441,-122.2637192,8/25/2016,5/10/2017,C,4968,,"1 Number of Vehicles, 1 Alcohol / Drugs, ","2 Garbage / Litter, 2 Human Waste, 2 Rats / Mice, 2 Hazardous Materials, 2 Fires, 2 Criminal Activity, 2 Weapons, 2 Alcohol / Drugs, 2 Property Damage, 2 Encampment Premium (Parks), ",,,,,Cleanup Doc:      Inspection Doc:      Inventory Doc:      Site Doc:  ,Camping
Burke Gilman Trail & N Northlake Way,"106 NE Northlake Way, Seattle, WA 98105, USA",5/18/2016,3/7/2017,4,4,1,3,0,0,47.6533694,-122.3274842,8/26/2016,9/27/2016,C,4969,,"3 Number of Structures, 1 Garbage / Litter, 1 Human Waste, 1 Rats / Mice, ",,,,,,Cleanup Doc:      Inspection Doc:      Inventory Doc:      Site Doc:  ,Encampment
Roxhill Park,2850 SW Roxbury Street,9/29/2010,8/1/2018,9,8,0,8,0,1,47.605078,-122.329974,8/30/2016,7/14/2016,C,4970,"2 Personal Property Recovered, 1000 Weight of Garbage (lbs), 18 Total Staff Hours, 4 Number of People, 2 Number of Structures, 1 Garbage / Litter, 1 Human Waste, 2 Rats / Mice, 2 Hazardous Materials, 2 Fires, 2 Criminal Activity, 2 Weapons, 1 Alcohol / Drugs, 2 Property Damage, ","4 Number of People, 2 Number of Structures, 1 Garbage / Litter, 1 Human Waste, 2 Rats / Mice, 2 Hazardous Materials, 2 Fires, 2 Criminal Activity, 2 Weapons, 1 Alcohol / Drugs, 2 Property Damage, ",,,,,,Cleanup Doc:      Inspection Doc:      Inventory Doc:      Site Doc:  ,Camping
Terry Ave & Jefferson St,"Terry Ave & Jefferson St, Seattle, WA 98104, USA",8/9/2016,8/9/2016,2,1,0,1,0,0,47.6053058,-122.3229948,8/30/2016,3/23/2017,C,4971,,"2 Number of Structures, 1 Number of People, ","1 Number of Structures, ",,,,,Cleanup Doc:      Inspection Doc:      Inventory Doc:      Site Doc:  ,Camping
7th Ave & Cherry St,"7th Ave & Cherry St, Seattle, WA 98104, USA",12/19/2011,12/13/2017,19,11,2,9,8,8,47.60492436,-122.327167,8/31/2016,2/23/2017,C,4972,,"1 Garbage / Litter, 1 Human Waste, 1 Hazardous Materials, ","4 Number of People, 13 Number of Structures, 1 Garbage / Litter, 2 Human Waste, 2 Rats / Mice, 1 Hazardous Materials, 2 Fires, 1 Criminal Activity, 2 Weapons, 1 Alcohol / Drugs, 1 Property Damage, 1 Encampment Premium (Parks), ",,,"1 Number of People, 5 Number of Photos, ",,Cleanup Doc:      Inspection Doc:      Inventory Doc:      Site Doc:  ,Encampment
Westcrest Reservoir Park,"Seattle, WA",7/1/2016,7/1/2016,1,1,1,0,1,1,47.605078,-122.329974,7/22/2016,7/8/2016,C,4973,"2 Personal Property Recovered, 1000 Weight of Garbage (lbs), 15 Total Staff Hours, 2 Number of Structures, 1 Garbage / Litter, 2 Human Waste, 2 Rats / Mice, 2 Hazardous Materials, 2 Fires, 2 Criminal Activity, 2 Weapons, 2 Alcohol / Drugs, 2 Property Damage, ","5 Number of People, 3 Number of Structures, 1 Garbage / Litter, 1 Human Waste, 2 Rats / Mice, 2 Hazardous Materials, 2 Fires, 2 Criminal Activity, 2 Weapons, 1 Alcohol / Drugs, 2 Property Damage, ","3 Number of Structures, 1 Garbage / Litter, 1 Human Waste, 2 Rats / Mice, 2 Hazardous Materials, 2 Fires, 2 Criminal Activity, 2 Weapons, 2 Alcohol / Drugs, 2 Property Damage, 1 Encampment Premium (Parks), ",,,"2 Garbage / Litter, 2 Human Waste, 2 Rats / Mice, 2 Hazardous Materials, 2 Fires, 2 Criminal Activity, 2 Weapons, 2 Alcohol / Drugs, 2 Property Damage, 2 Personal Property Recovered, ",,Cleanup Doc:      Inspection Doc:      Inventory Doc:      Site Doc:  ,Encampment
